date,hour,pandal_name,latitude,longitude,weather,base_popularity,crowd_count,risk_level
2025-10-02,20,Badamtala Ashar Sangha,22.535,88.345,Cloudy,7,6526,Yellow
2025-10-02,20,Naktala Udayan Sangha,22.489,88.372,Cloudy,6,4976,Yellow
2025-10-02,20,Bosepukur Sitala Mandir,22.505,88.39,Cloudy,6,5774,Yellow
2025-10-02,20,Dum Dum Park Tarun Dal,22.615,88.398,Cloudy,7,5649,Yellow
2025-10-02,20,Santosh Mitra Square,22.571,88.356,Cloudy,8,6673,Yellow
2025-10-02,20,Mohammad Ali Park,22.575,88.351,Cloudy,8,7036,Red
2025-10-02,20,Jodhpur Park,22.51,88.369,Cloudy,6,5691,Yellow
2025-10-02,21,Bagbazar Sarbojanin,22.5958,88.3697,Light Rain,9,6290,Yellow
2025-10-02,21,College Square,22.579,88.363,Light Rain,9,6190,Yellow
2025-10-02,21,Deshapriya Park,22.5263,88.3642,Light Rain,8,5582,Yellow
2025-10-02,21,Kumartuli Park,22.595,88.358,Light Rain,7,4992,Yellow
2025-10-02,21,Suruchi Sangha,22.518,88.347,Light Rain,8,5086,Yellow
2025-10-02,21,Sreebhumi Sporting Club,22.578,88.421,Light Rain,9,5895,Yellow
2025-10-02,21,Ekdalia Evergreen,22.522,88.356,Light Rain,7,5122,Yellow
2025-10-02,21,Tridhara Sammilani,22.515,88.362,Light Rain,6,4251,Yellow
2025-10-02,21,Badamtala Ashar Sangha,22.535,88.345,Light Rain,7,4844,Yellow
2025-10-02,21,Naktala Udayan Sangha,22.489,88.372,Light Rain,6,4205,Yellow
2025-10-02,21,Bosepukur Sitala Mandir,22.505,88.39,Light Rain,6,4304,Yellow
2025-10-02,21,Dum Dum Park Tarun Dal,22.615,88.398,Light Rain,7,4738,Yellow
2025-10-02,21,Santosh Mitra Square,22.571,88.356,Light Rain,8,5366,Yellow
2025-10-02,21,Mohammad Ali Park,22.575,88.351,Light Rain,8,5658,Yellow
2025-10-02,21,Jodhpur Park,22.51,88.369,Light Rain,6,3906,Green
2025-10-02,22,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,6001,Yellow
2025-10-02,22,College Square,22.579,88.363,Clear,9,5615,Yellow
2025-10-02,22,Deshapriya Park,22.5263,88.3642,Clear,8,4659,Yellow
2025-10-02,22,Kumartuli Park,22.595,88.358,Clear,7,4358,Yellow
2025-10-02,22,Suruchi Sangha,22.518,88.347,Clear,8,5286,Yellow
2025-10-02,22,Sreebhumi Sporting Club,22.578,88.421,Clear,9,5871,Yellow
2025-10-02,22,Ekdalia Evergreen,22.522,88.356,Clear,7,3898,Green
2025-10-02,22,Tridhara Sammilani,22.515,88.362,Clear,6,3753,Green
2025-10-02,22,Badamtala Ashar Sangha,22.535,88.345,Clear,7,4152,Yellow
2025-10-02,22,Naktala Udayan Sangha,22.489,88.372,Clear,6,3841,Green
2025-10-02,22,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,3715,Green
2025-10-02,22,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,3489,Green
2025-10-02,22,Santosh Mitra Square,22.571,88.356,Clear,8,4695,Yellow
2025-10-02,22,Mohammad Ali Park,22.575,88.351,Clear,8,4859,Yellow
2025-10-02,22,Jodhpur Park,22.51,88.369,Clear,6,3169,Green
2025-10-02,23,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,5574,Yellow
2025-10-02,23,College Square,22.579,88.363,Clear,9,5123,Yellow
2025-10-02,23,Deshapriya Park,22.5263,88.3642,Clear,8,4394,Yellow
2025-10-02,23,Kumartuli Park,22.595,88.358,Clear,7,3907,Green
2025-10-02,23,Suruchi Sangha,22.518,88.347,Clear,8,5116,Yellow
2025-10-02,23,Sreebhumi Sporting Club,22.578,88.421,Clear,9,5115,Yellow
2025-10-02,23,Ekdalia Evergreen,22.522,88.356,Clear,7,4989,Yellow
2025-10-02,23,Tridhara Sammilani,22.515,88.362,Clear,6,3747,Green
2025-10-02,23,Badamtala Ashar Sangha,22.535,88.345,Clear,7,4255,Yellow
2025-10-02,23,Naktala Udayan Sangha,22.489,88.372,Clear,6,3342,Green
2025-10-02,23,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,3810,Green
2025-10-02,23,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,4027,Yellow
2025-10-02,23,Santosh Mitra Square,22.571,88.356,Clear,8,4836,Yellow
2025-10-02,23,Mohammad Ali Park,22.575,88.351,Clear,8,5568,Yellow
2025-10-02,23,Jodhpur Park,22.51,88.369,Clear,6,3571,Green
2025-10-03,0,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,794,Green
2025-10-03,0,College Square,22.579,88.363,Clear,9,972,Green
2025-10-03,0,Deshapriya Park,22.5263,88.3642,Clear,8,853,Green
2025-10-03,0,Kumartuli Park,22.595,88.358,Clear,7,599,Green
2025-10-03,0,Suruchi Sangha,22.518,88.347,Clear,8,1392,Green
2025-10-03,0,Sreebhumi Sporting Club,22.578,88.421,Clear,9,885,Green
2025-10-03,0,Ekdalia Evergreen,22.522,88.356,Clear,7,232,Green
2025-10-03,0,Tridhara Sammilani,22.515,88.362,Clear,6,479,Green
2025-10-03,0,Badamtala Ashar Sangha,22.535,88.345,Clear,7,849,Green
2025-10-03,0,Naktala Udayan Sangha,22.489,88.372,Clear,6,759,Green
2025-10-03,0,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,273,Green
2025-10-03,0,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,978,Green
2025-10-03,0,Santosh Mitra Square,22.571,88.356,Clear,8,271,Green
2025-10-03,0,Mohammad Ali Park,22.575,88.351,Clear,8,1143,Green
2025-10-03,0,Jodhpur Park,22.51,88.369,Clear,6,204,Green
2025-10-03,1,Bagbazar Sarbojanin,22.5958,88.3697,Cloudy,9,742,Green
2025-10-03,1,College Square,22.579,88.363,Cloudy,9,924,Green
2025-10-03,1,Deshapriya Park,22.5263,88.3642,Cloudy,8,903,Green
2025-10-03,1,Kumartuli Park,22.595,88.358,Cloudy,7,797,Green
2025-10-03,1,Suruchi Sangha,22.518,88.347,Cloudy,8,1044,Green
2025-10-03,1,Sreebhumi Sporting Club,22.578,88.421,Cloudy,9,1060,Green
2025-10-03,1,Ekdalia Evergreen,22.522,88.356,Cloudy,7,767,Green
2025-10-03,1,Tridhara Sammilani,22.515,88.362,Cloudy,6,518,Green
2025-10-03,1,Badamtala Ashar Sangha,22.535,88.345,Cloudy,7,131,Green
2025-10-03,1,Naktala Udayan Sangha,22.489,88.372,Cloudy,6,668,Green
2025-10-03,1,Bosepukur Sitala Mandir,22.505,88.39,Cloudy,6,602,Green
2025-10-03,1,Dum Dum Park Tarun Dal,22.615,88.398,Cloudy,7,711,Green
2025-10-03,1,Santosh Mitra Square,22.571,88.356,Cloudy,8,336,Green
2025-10-03,1,Mohammad Ali Park,22.575,88.351,Cloudy,8,395,Green
2025-10-03,1,Jodhpur Park,22.51,88.369,Cloudy,6,855,Green
2025-10-03,2,Bagbazar Sarbojanin,22.5958,88.3697,Heavy Rain,9,698,Green
2025-10-03,2,College Square,22.579,88.363,Heavy Rain,9,335,Green
2025-10-03,2,Deshapriya Park,22.5263,88.3642,Heavy Rain,8,180,Green
2025-10-03,2,Kumartuli Park,22.595,88.358,Heavy Rain,7,545,Green
2025-10-03,2,Suruchi Sangha,22.518,88.347,Heavy Rain,8,0,Green
2025-10-03,2,Sreebhumi Sporting Club,22.578,88.421,Heavy Rain,9,510,Green
2025-10-03,2,Ekdalia Evergreen,22.522,88.356,Heavy Rain,7,0,Green
2025-10-03,2,Tridhara Sammilani,22.515,88.362,Heavy Rain,6,623,Green
2025-10-03,2,Badamtala Ashar Sangha,22.535,88.345,Heavy Rain,7,201,Green
2025-10-03,2,Naktala Udayan Sangha,22.489,88.372,Heavy Rain,6,280,Green
2025-10-03,2,Bosepukur Sitala Mandir,22.505,88.39,Heavy Rain,6,363,Green
2025-10-03,2,Dum Dum Park Tarun Dal,22.615,88.398,Heavy Rain,7,0,Green
2025-10-03,2,Santosh Mitra Square,22.571,88.356,Heavy Rain,8,124,Green
2025-10-03,2,Mohammad Ali Park,22.575,88.351,Heavy Rain,8,633,Green
2025-10-03,2,Jodhpur Park,22.51,88.369,Heavy Rain,6,500,Green
2025-10-03,3,Bagbazar Sarbojanin,22.5958,88.3697,Cloudy,9,894,Green
2025-10-03,3,College Square,22.579,88.363,Cloudy,9,834,Green
2025-10-03,3,Deshapriya Park,22.5263,88.3642,Cloudy,8,1039,Green
2025-10-03,3,Kumartuli Park,22.595,88.358,Cloudy,7,474,Green
2025-10-03,3,Suruchi Sangha,22.518,88.347,Cloudy,8,1142,Green
2025-10-03,3,Sreebhumi Sporting Club,22.578,88.421,Cloudy,9,1499,Green
2025-10-03,3,Ekdalia Evergreen,22.522,88.356,Cloudy,7,521,Green
2025-10-03,3,Tridhara Sammilani,22.515,88.362,Cloudy,6,406,Green
2025-10-03,3,Badamtala Ashar Sangha,22.535,88.345,Cloudy,7,1066,Green
2025-10-03,3,Naktala Udayan Sangha,22.489,88.372,Cloudy,6,1013,Green
2025-10-03,3,Bosepukur Sitala Mandir,22.505,88.39,Cloudy,6,383,Green
2025-10-03,3,Dum Dum Park Tarun Dal,22.615,88.398,Cloudy,7,503,Green
2025-10-03,3,Santosh Mitra Square,22.571,88.356,Cloudy,8,635,Green
2025-10-03,3,Mohammad Ali Park,22.575,88.351,Cloudy,8,316,Green
2025-10-03,3,Jodhpur Park,22.51,88.369,Cloudy,6,264,Green
2025-10-03,4,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,319,Green
2025-10-03,4,College Square,22.579,88.363,Clear,9,537,Green
2025-10-03,4,Deshapriya Park,22.5263,88.3642,Clear,8,478,Green
2025-10-03,4,Kumartuli Park,22.595,88.358,Clear,7,904,Green
2025-10-03,4,Suruchi Sangha,22.518,88.347,Clear,8,750,Green
2025-10-03,4,Sreebhumi Sporting Club,22.578,88.421,Clear,9,652,Green
2025-10-03,4,Ekdalia Evergreen,22.522,88.356,Clear,7,1392,Green
2025-10-03,4,Tridhara Sammilani,22.515,88.362,Clear,6,400,Green
2025-10-03,4,Badamtala Ashar Sangha,22.535,88.345,Clear,7,1050,Green
2025-10-03,4,Naktala Udayan Sangha,22.489,88.372,Clear,6,1086,Green
2025-10-03,4,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,129,Green
2025-10-03,4,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,722,Green
2025-10-03,4,Santosh Mitra Square,22.571,88.356,Clear,8,644,Green
2025-10-03,4,Mohammad Ali Park,22.575,88.351,Clear,8,620,Green
2025-10-03,4,Jodhpur Park,22.51,88.369,Clear,6,766,Green
2025-10-03,5,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,713,Green
2025-10-03,5,College Square,22.579,88.363,Clear,9,1326,Green
2025-10-03,5,Deshapriya Park,22.5263,88.3642,Clear,8,628,Green
2025-10-03,5,Kumartuli Park,22.595,88.358,Clear,7,450,Green
2025-10-03,5,Suruchi Sangha,22.518,88.347,Clear,8,941,Green
2025-10-03,5,Sreebhumi Sporting Club,22.578,88.421,Clear,9,734,Green
2025-10-03,5,Ekdalia Evergreen,22.522,88.356,Clear,7,889,Green
2025-10-03,5,Tridhara Sammilani,22.515,88.362,Clear,6,660,Green
2025-10-03,5,Badamtala Ashar Sangha,22.535,88.345,Clear,7,245,Green
2025-10-03,5,Naktala Udayan Sangha,22.489,88.372,Clear,6,1064,Green
2025-10-03,5,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,1138,Green
2025-10-03,5,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,516,Green
2025-10-03,5,Santosh Mitra Square,22.571,88.356,Clear,8,683,Green
2025-10-03,5,Mohammad Ali Park,22.575,88.351,Clear,8,885,Green
2025-10-03,5,Jodhpur Park,22.51,88.369,Clear,6,700,Green
2025-10-03,6,Bagbazar Sarbojanin,22.5958,88.3697,Cloudy,9,2174,Green
2025-10-03,6,College Square,22.579,88.363,Cloudy,9,2461,Green
2025-10-03,6,Deshapriya Park,22.5263,88.3642,Cloudy,8,1635,Green
2025-10-03,6,Kumartuli Park,22.595,88.358,Cloudy,7,1512,Green
2025-10-03,6,Suruchi Sangha,22.518,88.347,Cloudy,8,2425,Green
2025-10-03,6,Sreebhumi Sporting Club,22.578,88.421,Cloudy,9,2144,Green
2025-10-03,6,Ekdalia Evergreen,22.522,88.356,Cloudy,7,1637,Green
2025-10-03,6,Tridhara Sammilani,22.515,88.362,Cloudy,6,1617,Green
2025-10-03,6,Badamtala Ashar Sangha,22.535,88.345,Cloudy,7,2098,Green
2025-10-03,6,Naktala Udayan Sangha,22.489,88.372,Cloudy,6,1301,Green
2025-10-03,6,Bosepukur Sitala Mandir,22.505,88.39,Cloudy,6,575,Green
2025-10-03,6,Dum Dum Park Tarun Dal,22.615,88.398,Cloudy,7,1628,Green
2025-10-03,6,Santosh Mitra Square,22.571,88.356,Cloudy,8,2521,Green
2025-10-03,6,Mohammad Ali Park,22.575,88.351,Cloudy,8,2262,Green
2025-10-03,6,Jodhpur Park,22.51,88.369,Cloudy,6,2017,Green
2025-10-03,7,Bagbazar Sarbojanin,22.5958,88.3697,Cloudy,9,2090,Green
2025-10-03,7,College Square,22.579,88.363,Cloudy,9,2605,Green
2025-10-03,7,Deshapriya Park,22.5263,88.3642,Cloudy,8,2052,Green
2025-10-03,7,Kumartuli Park,22.595,88.358,Cloudy,7,2067,Green
2025-10-03,7,Suruchi Sangha,22.518,88.347,Cloudy,8,2492,Green
2025-10-03,7,Sreebhumi Sporting Club,22.578,88.421,Cloudy,9,2676,Green
2025-10-03,7,Ekdalia Evergreen,22.522,88.356,Cloudy,7,2042,Green
2025-10-03,7,Tridhara Sammilani,22.515,88.362,Cloudy,6,1940,Green
2025-10-03,7,Badamtala Ashar Sangha,22.535,88.345,Cloudy,7,2240,Green
2025-10-03,7,Naktala Udayan Sangha,22.489,88.372,Cloudy,6,2034,Green
2025-10-03,7,Bosepukur Sitala Mandir,22.505,88.39,Cloudy,6,1814,Green
2025-10-03,7,Dum Dum Park Tarun Dal,22.615,88.398,Cloudy,7,1839,Green
2025-10-03,7,Santosh Mitra Square,22.571,88.356,Cloudy,8,2204,Green
2025-10-03,7,Mohammad Ali Park,22.575,88.351,Cloudy,8,2521,Green
2025-10-03,7,Jodhpur Park,22.51,88.369,Cloudy,6,1374,Green
2025-10-03,8,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,2825,Green
2025-10-03,8,College Square,22.579,88.363,Clear,9,2820,Green
2025-10-03,8,Deshapriya Park,22.5263,88.3642,Clear,8,2332,Green
2025-10-03,8,Kumartuli Park,22.595,88.358,Clear,7,2101,Green
2025-10-03,8,Suruchi Sangha,22.518,88.347,Clear,8,2645,Green
2025-10-03,8,Sreebhumi Sporting Club,22.578,88.421,Clear,9,2253,Green
2025-10-03,8,Ekdalia Evergreen,22.522,88.356,Clear,7,2107,Green
2025-10-03,8,Tridhara Sammilani,22.515,88.362,Clear,6,1826,Green
2025-10-03,8,Badamtala Ashar Sangha,22.535,88.345,Clear,7,2325,Green
2025-10-03,8,Naktala Udayan Sangha,22.489,88.372,Clear,6,1394,Green
2025-10-03,8,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,2248,Green
2025-10-03,8,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,2164,Green
2025-10-03,8,Santosh Mitra Square,22.571,88.356,Clear,8,2479,Green
2025-10-03,8,Mohammad Ali Park,22.575,88.351,Clear,8,2279,Green
2025-10-03,8,Jodhpur Park,22.51,88.369,Clear,6,1961,Green
2025-10-03,9,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,2714,Green
2025-10-03,9,College Square,22.579,88.363,Clear,9,2882,Green
2025-10-03,9,Deshapriya Park,22.5263,88.3642,Clear,8,2455,Green
2025-10-03,9,Kumartuli Park,22.595,88.358,Clear,7,1966,Green
2025-10-03,9,Suruchi Sangha,22.518,88.347,Clear,8,2458,Green
2025-10-03,9,Sreebhumi Sporting Club,22.578,88.421,Clear,9,3022,Green
2025-10-03,9,Ekdalia Evergreen,22.522,88.356,Clear,7,1792,Green
2025-10-03,9,Tridhara Sammilani,22.515,88.362,Clear,6,1839,Green
2025-10-03,9,Badamtala Ashar Sangha,22.535,88.345,Clear,7,1889,Green
2025-10-03,9,Naktala Udayan Sangha,22.489,88.372,Clear,6,2158,Green
2025-10-03,9,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,1343,Green
2025-10-03,9,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,1932,Green
2025-10-03,9,Santosh Mitra Square,22.571,88.356,Clear,8,2513,Green
2025-10-03,9,Mohammad Ali Park,22.575,88.351,Clear,8,2869,Green
2025-10-03,9,Jodhpur Park,22.51,88.369,Clear,6,1780,Green
2025-10-03,10,Bagbazar Sarbojanin,22.5958,88.3697,Cloudy,9,3539,Green
2025-10-03,10,College Square,22.579,88.363,Cloudy,9,3928,Green
2025-10-03,10,Deshapriya Park,22.5263,88.3642,Cloudy,8,3231,Green
2025-10-03,10,Kumartuli Park,22.595,88.358,Cloudy,7,3096,Green
2025-10-03,10,Suruchi Sangha,22.518,88.347,Cloudy,8,3794,Green
2025-10-03,10,Sreebhumi Sporting Club,22.578,88.421,Cloudy,9,4346,Yellow
2025-10-03,10,Ekdalia Evergreen,22.522,88.356,Cloudy,7,3486,Green
2025-10-03,10,Tridhara Sammilani,22.515,88.362,Cloudy,6,3093,Green
2025-10-03,10,Badamtala Ashar Sangha,22.535,88.345,Cloudy,7,3083,Green
2025-10-03,10,Naktala Udayan Sangha,22.489,88.372,Cloudy,6,2355,Green
2025-10-03,10,Bosepukur Sitala Mandir,22.505,88.39,Cloudy,6,2665,Green
2025-10-03,10,Dum Dum Park Tarun Dal,22.615,88.398,Cloudy,7,3339,Green
2025-10-03,10,Santosh Mitra Square,22.571,88.356,Cloudy,8,3231,Green
2025-10-03,10,Mohammad Ali Park,22.575,88.351,Cloudy,8,4098,Yellow
2025-10-03,10,Jodhpur Park,22.51,88.369,Cloudy,6,2969,Green
2025-10-03,11,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,4438,Yellow
2025-10-03,11,College Square,22.579,88.363,Clear,9,4124,Yellow
2025-10-03,11,Deshapriya Park,22.5263,88.3642,Clear,8,4433,Yellow
2025-10-03,11,Kumartuli Park,22.595,88.358,Clear,7,3475,Green
2025-10-03,11,Suruchi Sangha,22.518,88.347,Clear,8,4335,Yellow
2025-10-03,11,Sreebhumi Sporting Club,22.578,88.421,Clear,9,4602,Yellow
2025-10-03,11,Ekdalia Evergreen,22.522,88.356,Clear,7,3637,Green
2025-10-03,11,Tridhara Sammilani,22.515,88.362,Clear,6,3170,Green
2025-10-03,11,Badamtala Ashar Sangha,22.535,88.345,Clear,7,3634,Green
2025-10-03,11,Naktala Udayan Sangha,22.489,88.372,Clear,6,3192,Green
2025-10-03,11,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,3398,Green
2025-10-03,11,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,3558,Green
2025-10-03,11,Santosh Mitra Square,22.571,88.356,Clear,8,4212,Yellow
2025-10-03,11,Mohammad Ali Park,22.575,88.351,Clear,8,3973,Green
2025-10-03,11,Jodhpur Park,22.51,88.369,Clear,6,3432,Green
2025-10-03,12,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,4612,Yellow
2025-10-03,12,College Square,22.579,88.363,Clear,9,4272,Yellow
2025-10-03,12,Deshapriya Park,22.5263,88.3642,Clear,8,3592,Green
2025-10-03,12,Kumartuli Park,22.595,88.358,Clear,7,3405,Green
2025-10-03,12,Suruchi Sangha,22.518,88.347,Clear,8,3777,Green
2025-10-03,12,Sreebhumi Sporting Club,22.578,88.421,Clear,9,4495,Yellow
2025-10-03,12,Ekdalia Evergreen,22.522,88.356,Clear,7,3022,Green
2025-10-03,12,Tridhara Sammilani,22.515,88.362,Clear,6,3169,Green
2025-10-03,12,Badamtala Ashar Sangha,22.535,88.345,Clear,7,3309,Green
2025-10-03,12,Naktala Udayan Sangha,22.489,88.372,Clear,6,3298,Green
2025-10-03,12,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,2916,Green
2025-10-03,12,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,3492,Green
2025-10-03,12,Santosh Mitra Square,22.571,88.356,Clear,8,3948,Green
2025-10-03,12,Mohammad Ali Park,22.575,88.351,Clear,8,3793,Green
2025-10-03,12,Jodhpur Park,22.51,88.369,Clear,6,3741,Green
2025-10-03,13,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,4351,Yellow
2025-10-03,13,College Square,22.579,88.363,Clear,9,4735,Yellow
2025-10-03,13,Deshapriya Park,22.5263,88.3642,Clear,8,4127,Yellow
2025-10-03,13,Kumartuli Park,22.595,88.358,Clear,7,3209,Green
2025-10-03,13,Suruchi Sangha,22.518,88.347,Clear,8,3985,Green
2025-10-03,13,Sreebhumi Sporting Club,22.578,88.421,Clear,9,4498,Yellow
2025-10-03,13,Ekdalia Evergreen,22.522,88.356,Clear,7,3152,Green
2025-10-03,13,Tridhara Sammilani,22.515,88.362,Clear,6,3451,Green
2025-10-03,13,Badamtala Ashar Sangha,22.535,88.345,Clear,7,3763,Green
2025-10-03,13,Naktala Udayan Sangha,22.489,88.372,Clear,6,2933,Green
2025-10-03,13,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,3008,Green
2025-10-03,13,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,3562,Green
2025-10-03,13,Santosh Mitra Square,22.571,88.356,Clear,8,3387,Green
2025-10-03,13,Mohammad Ali Park,22.575,88.351,Clear,8,3925,Green
2025-10-03,13,Jodhpur Park,22.51,88.369,Clear,6,2795,Green
2025-10-03,14,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,6246,Yellow
2025-10-03,14,College Square,22.579,88.363,Clear,9,6080,Yellow
2025-10-03,14,Deshapriya Park,22.5263,88.3642,Clear,8,5658,Yellow
2025-10-03,14,Kumartuli Park,22.595,88.358,Clear,7,4581,Yellow
2025-10-03,14,Suruchi Sangha,22.518,88.347,Clear,8,5896,Yellow
2025-10-03,14,Sreebhumi Sporting Club,22.578,88.421,Clear,9,6486,Yellow
2025-10-03,14,Ekdalia Evergreen,22.522,88.356,Clear,7,4751,Yellow
2025-10-03,14,Tridhara Sammilani,22.515,88.362,Clear,6,4066,Yellow
2025-10-03,14,Badamtala Ashar Sangha,22.535,88.345,Clear,7,4982,Yellow
2025-10-03,14,Naktala Udayan Sangha,22.489,88.372,Clear,6,3960,Green
2025-10-03,14,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,4743,Yellow
2025-10-03,14,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,5007,Yellow
2025-10-03,14,Santosh Mitra Square,22.571,88.356,Clear,8,5717,Yellow
2025-10-03,14,Mohammad Ali Park,22.575,88.351,Clear,8,5804,Yellow
2025-10-03,14,Jodhpur Park,22.51,88.369,Clear,6,4026,Yellow
2025-10-03,15,Bagbazar Sarbojanin,22.5958,88.3697,Light Rain,9,4736,Yellow
2025-10-03,15,College Square,22.579,88.363,Light Rain,9,4805,Yellow
2025-10-03,15,Deshapriya Park,22.5263,88.3642,Light Rain,8,3979,Green
2025-10-03,15,Kumartuli Park,22.595,88.358,Light Rain,7,4052,Yellow
2025-10-03,15,Suruchi Sangha,22.518,88.347,Light Rain,8,3713,Green
2025-10-03,15,Sreebhumi Sporting Club,22.578,88.421,Light Rain,9,4930,Yellow
2025-10-03,15,Ekdalia Evergreen,22.522,88.356,Light Rain,7,3489,Green
2025-10-03,15,Tridhara Sammilani,22.515,88.362,Light Rain,6,2744,Green
2025-10-03,15,Badamtala Ashar Sangha,22.535,88.345,Light Rain,7,3284,Green
2025-10-03,15,Naktala Udayan Sangha,22.489,88.372,Light Rain,6,2843,Green
2025-10-03,15,Bosepukur Sitala Mandir,22.505,88.39,Light Rain,6,3067,Green
2025-10-03,15,Dum Dum Park Tarun Dal,22.615,88.398,Light Rain,7,3586,Green
2025-10-03,15,Santosh Mitra Square,22.571,88.356,Light Rain,8,3747,Green
2025-10-03,15,Mohammad Ali Park,22.575,88.351,Light Rain,8,3912,Green
2025-10-03,15,Jodhpur Park,22.51,88.369,Light Rain,6,3582,Green
2025-10-03,16,Bagbazar Sarbojanin,22.5958,88.3697,Cloudy,9,5390,Yellow
2025-10-03,16,College Square,22.579,88.363,Cloudy,9,5895,Yellow
2025-10-03,16,Deshapriya Park,22.5263,88.3642,Cloudy,8,4701,Yellow
2025-10-03,16,Kumartuli Park,22.595,88.358,Cloudy,7,4579,Yellow
2025-10-03,16,Suruchi Sangha,22.518,88.347,Cloudy,8,4889,Yellow
2025-10-03,16,Sreebhumi Sporting Club,22.578,88.421,Cloudy,9,5733,Yellow
2025-10-03,16,Ekdalia Evergreen,22.522,88.356,Cloudy,7,4737,Yellow
2025-10-03,16,Tridhara Sammilani,22.515,88.362,Cloudy,6,3746,Green
2025-10-03,16,Badamtala Ashar Sangha,22.535,88.345,Cloudy,7,4689,Yellow
2025-10-03,16,Naktala Udayan Sangha,22.489,88.372,Cloudy,6,4041,Yellow
2025-10-03,16,Bosepukur Sitala Mandir,22.505,88.39,Cloudy,6,3220,Green
2025-10-03,16,Dum Dum Park Tarun Dal,22.615,88.398,Cloudy,7,4139,Yellow
2025-10-03,16,Santosh Mitra Square,22.571,88.356,Cloudy,8,4571,Yellow
2025-10-03,16,Mohammad Ali Park,22.575,88.351,Cloudy,8,5640,Yellow
2025-10-03,16,Jodhpur Park,22.51,88.369,Cloudy,6,3748,Green
2025-10-03,17,Bagbazar Sarbojanin,22.5958,88.3697,Light Rain,9,4944,Yellow
2025-10-03,17,College Square,22.579,88.363,Light Rain,9,4358,Yellow
2025-10-03,17,Deshapriya Park,22.5263,88.3642,Light Rain,8,4185,Yellow
2025-10-03,17,Kumartuli Park,22.595,88.358,Light Rain,7,3625,Green
2025-10-03,17,Suruchi Sangha,22.518,88.347,Light Rain,8,3447,Green
2025-10-03,17,Sreebhumi Sporting Club,22.578,88.421,Light Rain,9,4852,Yellow
2025-10-03,17,Ekdalia Evergreen,22.522,88.356,Light Rain,7,3844,Green
2025-10-03,17,Tridhara Sammilani,22.515,88.362,Light Rain,6,2752,Green
2025-10-03,17,Badamtala Ashar Sangha,22.535,88.345,Light Rain,7,3548,Green
2025-10-03,17,Naktala Udayan Sangha,22.489,88.372,Light Rain,6,3088,Green
2025-10-03,17,Bosepukur Sitala Mandir,22.505,88.39,Light Rain,6,3018,Green
2025-10-03,17,Dum Dum Park Tarun Dal,22.615,88.398,Light Rain,7,3264,Green
2025-10-03,17,Santosh Mitra Square,22.571,88.356,Light Rain,8,3718,Green
2025-10-03,17,Mohammad Ali Park,22.575,88.351,Light Rain,8,3912,Green
2025-10-03,17,Jodhpur Park,22.51,88.369,Light Rain,6,3291,Green
2025-10-03,18,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,8952,Red
2025-10-03,18,College Square,22.579,88.363,Clear,9,9318,Red
2025-10-03,18,Deshapriya Park,22.5263,88.3642,Clear,8,7329,Red
2025-10-03,18,Kumartuli Park,22.595,88.358,Clear,7,7070,Red
2025-10-03,18,Suruchi Sangha,22.518,88.347,Clear,8,7653,Red
2025-10-03,18,Sreebhumi Sporting Club,22.578,88.421,Clear,9,9095,Red
2025-10-03,18,Ekdalia Evergreen,22.522,88.356,Clear,7,7112,Red
2025-10-03,18,Tridhara Sammilani,22.515,88.362,Clear,6,5973,Yellow
2025-10-03,18,Badamtala Ashar Sangha,22.535,88.345,Clear,7,7242,Red
